ORIGEM	DESTINO	Faixa Et†ria	Escolaridade	Renda Familiar	Periodo do dia	Motivo	Principal Modal	Fez Integraá∆o?	Se sim, qual modal?	Tempo de Viagem	Frequància
Paáo do Lumiar	Paáo do Lumiar	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus, Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Maior que 2h	2 a 3 vezes ao màs
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino Fundamental completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO	A pÇ	Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Raramente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	‚nibus	NAO		Entre 15 e 30 min	Raramente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 15 e 30 min	Raramente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	Raramente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Madrugada (00h - 5h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior completo ou mais	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Menos de 15 min	Raramente
Paáo do Lumiar	Paáo do Lumiar	Menos de 18 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	Raramente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Menos de 15 min	Raramente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	A pÇ	Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	Diariamente
Paáo do Lumiar	Paáo do Lumiar	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	Raramente
Paáo do Lumiar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Semanalmente
Paáo do Lumiar	Paáo do Lumiar	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Semanalmente
Paáo do Lumiar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	‚nibus	NAO	‚nibus	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
Paáo do Lumiar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
Paáo do Lumiar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
Paáo do Lumiar	S∆o JosÇ de Ribamar	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Bancaga	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Bancaga	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Madrugada (00h - 5h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Maior que 2h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	Moto-t†xi	Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	35 a 44 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO	Transporte por aplicativo (Uber, 99)	Entre 1 e 1h30	Semanalmente
Paáo do Lumiar	S∆o Lu°s - Centro	60 anos ou mais	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, A pÇ	Entre 1h30 e 2h	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus, A pÇ	Entre 15 e 30 min	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	Prefiro n∆o dizer	Tarde (12h - 18h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Tarde (12h - 18h)	Outros	‚nibus	NAO		Entre 1h30 e 2h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	Carona com alguÇm	Entre 1 e 1h30	3 a 5 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Prefiro n∆o dizer	Tarde (12h - 18h)	Outros	‚nibus	SIM	T Alternativo - Van	Maior que 2h	1 a 2 vezes por semana
Paáo do Lumiar	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 1 e 1h30	2 a 3 vezes ao màs
Paáo do Lumiar	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, Transporte por aplicativo (Uber, 99)	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, Transporte por aplicativo (Uber, 99)	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 1 e 1h30	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
Paáo do Lumiar	S∆o Lu°s - Centro	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Noite (18h - 00h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
